2,1,5
66,1,6
130,1,7
194,1,8
258,1,9
320,1,10
384,1,11
448,1,12
512,1,13
576,1,14
4,2,5
68,2,6
132,2,7
196,2,8
260,2,9
322,2,10
386,2,11
450,2,12
514,2,13
578,2,14
6,3,5
70,3,6
134,3,7
198,3,8
262,3,9
324,3,10
388,3,11
452,3,12
516,3,13
580,3,14
8,4,5
72,4,6
136,4,7
200,4,8
264,4,9
326,4,10
390,4,11
454,4,12
518,4,13
582,4,14
1,5,1
3,5,2
5,5,3
7,5,4
9,5,9
11,5,14
13,5,15
15,5,16
17,5,17
19,5,18
21,5,19
23,5,20
25,5,21
27,5,22
29,5,23
31,5,24
33,5,25
35,5,26
37,5,27
39,5,28
41,5,29
43,5,30
45,5,31
47,5,32
49,5,33
51,5,34
53,5,35
55,5,36
57,5,37
59,5,38
61,5,39
63,5,40
65,6,1
67,6,2
69,6,3
71,6,4
73,6,9
75,6,14
77,6,15
79,6,16
81,6,17
83,6,18
85,6,19
87,6,20
89,6,21
91,6,22
93,6,23
95,6,24
97,6,25
99,6,26
101,6,27
103,6,28
105,6,29
107,6,30
109,6,31
111,6,32
113,6,33
115,6,34
117,6,35
119,6,36
121,6,37
123,6,38
125,6,39
127,6,40
129,7,1
131,7,2
133,7,3
135,7,4
137,7,9
139,7,14
141,7,15
143,7,16
145,7,17
147,7,18
149,7,19
151,7,20
153,7,21
155,7,22
157,7,23
159,7,24
161,7,25
163,7,26
165,7,27
167,7,28
169,7,29
171,7,30
173,7,31
175,7,32
177,7,33
179,7,34
181,7,35
183,7,36
185,7,37
187,7,38
189,7,39
191,7,40
193,8,1
195,8,2
197,8,3
199,8,4
201,8,9
203,8,14
205,8,15
207,8,16
209,8,17
211,8,18
213,8,19
215,8,20
217,8,21
219,8,22
221,8,23
223,8,24
225,8,25
227,8,26
229,8,27
231,8,28
233,8,29
235,8,30
237,8,31
239,8,32
241,8,33
243,8,34
245,8,35
247,8,36
249,8,37
251,8,38
253,8,39
255,8,40
257,9,1
259,9,2
261,9,3
263,9,4
10,9,5
74,9,6
138,9,7
202,9,8
328,9,10
392,9,11
456,9,12
520,9,13
265,9,14
584,9,14
267,9,15
269,9,16
271,9,17
273,9,18
275,9,19
277,9,20
279,9,21
281,9,22
283,9,23
285,9,24
287,9,25
289,9,26
291,9,27
293,9,28
295,9,29
297,9,30
299,9,31
301,9,32
303,9,33
305,9,34
307,9,35
309,9,36
311,9,37
313,9,38
315,9,39
317,9,40
319,10,1
321,10,2
323,10,3
325,10,4
327,10,9
329,10,14
331,10,15
333,10,16
335,10,17
337,10,18
339,10,19
341,10,20
343,10,21
345,10,22
347,10,23
349,10,24
351,10,25
353,10,26
355,10,27
357,10,28
359,10,29
361,10,30
363,10,31
365,10,32
367,10,33
369,10,34
371,10,35
373,10,36
375,10,37
377,10,38
379,10,39
381,10,40
383,11,1
385,11,2
387,11,3
389,11,4
391,11,9
393,11,14
395,11,15
397,11,16
399,11,17
401,11,18
403,11,19
405,11,20
407,11,21
409,11,22
411,11,23
413,11,24
415,11,25
417,11,26
419,11,27
421,11,28
423,11,29
425,11,30
427,11,31
429,11,32
431,11,33
433,11,34
435,11,35
437,11,36
439,11,37
441,11,38
443,11,39
445,11,40
447,12,1
449,12,2
451,12,3
453,12,4
455,12,9
457,12,14
459,12,15
461,12,16
463,12,17
465,12,18
467,12,19
469,12,20
471,12,21
473,12,22
475,12,23
477,12,24
479,12,25
481,12,26
483,12,27
485,12,28
487,12,29
489,12,30
491,12,31
493,12,32
495,12,33
497,12,34
499,12,35
501,12,36
503,12,37
505,12,38
507,12,39
509,12,40
511,13,1
513,13,2
515,13,3
517,13,4
519,13,9
521,13,14
523,13,15
525,13,16
527,13,17
529,13,18
531,13,19
533,13,20
535,13,21
537,13,22
539,13,23
541,13,24
543,13,25
545,13,26
547,13,27
549,13,28
551,13,29
553,13,30
555,13,31
557,13,32
559,13,33
561,13,34
563,13,35
565,13,36
567,13,37
569,13,38
571,13,39
573,13,40
575,14,1
577,14,2
579,14,3
581,14,4
12,14,5
76,14,6
140,14,7
204,14,8
266,14,9
583,14,9
330,14,10
394,14,11
458,14,12
522,14,13
585,14,15
587,14,16
589,14,17
591,14,18
593,14,19
595,14,20
597,14,21
599,14,22
601,14,23
603,14,24
605,14,25
607,14,26
609,14,27
611,14,28
613,14,29
615,14,30
617,14,31
619,14,32
621,14,33
623,14,34
625,14,35
627,14,36
629,14,37
631,14,38
633,14,39
635,14,40
14,15,5
78,15,6
142,15,7
206,15,8
268,15,9
332,15,10
396,15,11
460,15,12
524,15,13
586,15,14
16,16,5
80,16,6
144,16,7
208,16,8
270,16,9
334,16,10
398,16,11
462,16,12
526,16,13
588,16,14
18,17,5
82,17,6
146,17,7
210,17,8
272,17,9
336,17,10
400,17,11
464,17,12
528,17,13
590,17,14
20,18,5
84,18,6
148,18,7
212,18,8
274,18,9
338,18,10
402,18,11
466,18,12
530,18,13
592,18,14
22,19,5
86,19,6
150,19,7
214,19,8
276,19,9
340,19,10
404,19,11
468,19,12
532,19,13
594,19,14
24,20,5
88,20,6
152,20,7
216,20,8
278,20,9
342,20,10
406,20,11
470,20,12
534,20,13
596,20,14
26,21,5
90,21,6
154,21,7
218,21,8
280,21,9
344,21,10
408,21,11
472,21,12
536,21,13
598,21,14
28,22,5
92,22,6
156,22,7
220,22,8
282,22,9
346,22,10
410,22,11
474,22,12
538,22,13
600,22,14
30,23,5
94,23,6
158,23,7
222,23,8
284,23,9
348,23,10
412,23,11
476,23,12
540,23,13
602,23,14
32,24,5
96,24,6
160,24,7
224,24,8
286,24,9
350,24,10
414,24,11
478,24,12
542,24,13
604,24,14
34,25,5
98,25,6
162,25,7
226,25,8
288,25,9
352,25,10
416,25,11
480,25,12
544,25,13
606,25,14
36,26,5
100,26,6
164,26,7
228,26,8
290,26,9
354,26,10
418,26,11
482,26,12
546,26,13
608,26,14
38,27,5
102,27,6
166,27,7
230,27,8
292,27,9
356,27,10
420,27,11
484,27,12
548,27,13
610,27,14
40,28,5
104,28,6
168,28,7
232,28,8
294,28,9
358,28,10
422,28,11
486,28,12
550,28,13
612,28,14
42,29,5
106,29,6
170,29,7
234,29,8
296,29,9
360,29,10
424,29,11
488,29,12
552,29,13
614,29,14
44,30,5
108,30,6
172,30,7
236,30,8
298,30,9
362,30,10
426,30,11
490,30,12
554,30,13
616,30,14
46,31,5
110,31,6
174,31,7
238,31,8
300,31,9
364,31,10
428,31,11
492,31,12
556,31,13
618,31,14
48,32,5
112,32,6
176,32,7
240,32,8
302,32,9
366,32,10
